,0,1,2,3
2672,2/27/2016,1-6-3,8-6-3,9-3-8
2673,2/28/2016,5-3-9,9-1-3,8-4-7
2674,2/29/2016,5-4-1,9-1-8,0-0-9
2675,MARCH,11AM,4PM,9PM
2676,3/1/2016,1-4-1,1-3-8,7-6-4
2677,3/2/2016,5-7-9,7-6-5,2-1-1
2678,3/3/2016,3-7-7,2-0-4,4-6-6
2679,3/4/2016,7-4-7,2-4-1,4-4-3
2680,3/5/2016,0-0-8,6-9-0,6-8-2
2681,3/6/2016,4-0-1,3-5-9,4-3-6
2682,3/7/2016,1-2-1,4-5-1,3-6-0
2683,3/8/2016,2-4-5,9-1-2,5-8-8
2684,3/9/2016,1-4-0,4-2-4,5-7-4
2685,3/10/2016,3-5-9,5-2-4,7-8-2
2686,3/11/2016,0-1-6,4-8-7,9-9-8
2687,3/12/2016,9-3-1,8-3-2,8-9-4
2688,3/13/2016,0-0-9,4-0-9,8-1-4
2689,3/14/2016,1-9-5,1-5-6,5-1-6
2690,3/15/2016,9-5-8,8-2-4,7-0-7
2691,3/16/2016,4-1-2,5-0-6,4-3-7
2692,3/17/2016,6-1-3,0-0-9,1-3-2
2693,3/18/2016,3-0-8,0-2-6,7-8-8
2694,3/19/2016,6-1-7,2-0-7,0-2-0
2695,3/20/2016,4-6-3,1-4-6,0-7-3
2696,3/21/2016,2-1-3,7-9-8,6-4-1
2697,3/22/2016,8-9-7,2-6-0,0-4-0
2698,3/23/2016,5-8-8,5-3-9,4-4-1
2699,3/28/2016,1-9-5,7-0-8,0-6-0
2700,3/29/2016,7-7-9,9-9-6,1-2-1
2701,3/30/2016,0-9-3,1-2-0,6-0-0
2702,3/31/2016,8-2-4,1-2-7,5-1-4
2703,APRIL,11AM,4PM,9PM
2704,4/1/2016,3-5-8,0-4-5,3-9-4
2705,4/2/2016,4-2-9,8-7-3,8-8-1
2706,4/3/2016,8-8-7,3-7-0,1-9-2
2707,4/4/2016,3-8-2,9-1-2,6-4-8
2708,4/5/2016,0-3-1,0-1-0,2-6-2
2709,4/6/2016,3-1-8,4-5-2,4-9-4
2710,4/7/2016,8-1-7,4-5-2,9-3-8
2711,4/8/2016,0-3-4,8-9-5,9-0-9
2712,4/9/2016,4-0-1,2-0-5,6-8-7
2713,4/10/2016,9-8-5,5-9-0,6-7-7
2714,4/11/2016,1-1-2,1-1-6,1-9-1
2715,4/12/2016,3-5-2,8-2-5,0-1-8
2716,4/13/2016,1-3-0,1-9-3,8-9-2
2717,4/14/2016,4-5-1,7-6-6,5-3-8
2718,4/15/2016,5-9-8,2-2-9,9-8-6
2719,4/16/2016,0-8-3,5-8-7,5-1-6
2720,4/17/2016,5-4-0,1-5-6,4-3-6
2721,4/18/2016,5-8-7,7-3-3,8-4-0
2722,4/19/2016,5-0-6,1-4-5,7-1-4
2723,4/20/2016,6-8-9,1-9-2,3-6-3
2724,4/21/2016,2-9-8,3-2-5,0-7-9
2725,4/22/2016,7-7-8,6-5-1,3-2-9
2726,4/23/2016,9-9-5,8-2-2,8-7-7
2727,4/24/2016,8-4-6,0-8-8,4-9-0
2728,4/25/2016,6-2-7,0-9-5,9-4-4
2729,4/26/2016,0-2-7,9-3-2,9-1-4
2730,4/27/2016,4-3-9,7-0-4,6-3-3
2731,4/28/2016,8-6-6,5-2-4,8-3-9
2732,4/29/2016,0-4-8,5-1-7,9-9-2
2733,4/30/2016,3-5-7,3-3-0,7-1-9
2734,MAY,11AM,4PM,9PM
2735,5/1/2016,3-5-9,7-9-9,6-4-8
2736,5/2/2016,8-1-8,5-1-7,7-8-4
2737,5/3/2016,9-3-8,6-4-7,0-8-3
2738,5/4/2016,7-8-8,4-0-7,0-8-7
2739,5/5/2016,2-6-8,0-9-8,3-3-0
2740,5/6/2016,5-4-6,4-7-9,0-6-8
2741,5/7/2016,6-7-9,1-8-8,0-8-7
2742,5/8/2016,2-0-7,2-4-7,4-5-1
2743,5/9/2016,6-9-1,7-2-5,8-4-4
2744,5/10/2016,7-7-6,5-4-6,8-5-4
2745,5/11/2016,3-6-1,3-0-9,0-1-2
2746,5/12/2016,6-2-6,9-6-0,0-9-6
2747,5/13/2016,8-5-0,6-1-1,1-1-1
2748,5/14/2016,8-5-1,4-2-3,1-0-6
2749,5/15/2016,5-8-6,9-8-3,9-9-9
2750,5/16/2016,7-5-8,4-2-7,8-3-0
2751,5/17/2016,8-0-3,9-7-2,6-6-0
2752,5/18/2016,5-8-0,9-0-1,4-7-2
2753,5/19/2016,6-0-2,7-4-1,0-0-5
2754,5/20/2016,9-3-2,5-7-7,8-6-4
2755,5/21/2016,2-0-6,7-4-6,9-0-6
2756,5/22/2016,4-9-5,5-1-6,6-9-0
2757,5/23/2016,8-4-0,7-8-2,2-8-6
2758,5/24/2016,8-9-2,7-6-1,0-7-7
2759,5/25/2016,4-3-9,6-2-4,7-7-8
2760,5/26/2016,6-2-8,4-0-4,2-0-6
2761,5/27/2016,6-6-6,2-4-2,2-5-8
2762,5/28/2016,8-9-6,4-7-2,2-9-1
2763,5/29/2016,3-8-0,4-2-3,3-0-7
2764,5/30/2016,5-6-2,6-1-0,3-2-6
2765,5/31/2016,0-3-6,7-2-9,8-9-6
2766,JUNE,11AM,4PM,9PM
2767,6/1/2016,7-1-1,5-5-3,9-1-6
2768,6/2/2016,6-5-4,7-2-3,9-9-6
2769,6/3/2016,9-7-4,2-4-8,9-3-2
2770,6/4/2016,8-4-6,9-7-6,8-7-9
2771,6/5/2016,4-5-3,5-3-0,5-4-5
2772,6/6/2016,2-0-8,4-5-8,7-3-8
2773,6/7/2016,1-5-4,6-0-0,5-9-4
2774,6/8/2016,2-5-4,7-0-9,9-5-4
2775,6/9/2016,0-2-9,8-1-6,5-3-0
2776,6/10/2016,4-6-0,8-3-2,0-6-7
2777,6/11/2016,0-2-2,8-4-6,4-1-8
2778,6/12/2016,7-5-6,9-9-4,0-0-0
2779,6/13/2016,8-5-4,9-1-6,6-0-3
2780,6/14/2016,8-3-1,2-8-5,5-3-1
2781,6/15/2016,9-1-7,6-2-6,8-1-9
2782,6/16/2016,8-0-6,7-0-4,7-0-8
2783,6/17/2016,7-5-8,6-9-4,5-3-5
2784,6/18/2016,6-1-8,3-8-9,8-3-5
2785,6/19/2016,4-2-2,8-7-2,7-0-2
2786,6/20/2016,4-9-5,2-0-9,4-7-7
2787,6/21/2016,6-9-3,7-0-5,3-9-5
2788,6/22/2016,2-6-0,5-7-8,3-4-9
2789,6/23/2016,8-8-7,2-6-3,1-9-1
2790,6/24/2016,9-5-1,4-6-8,5-1-6
2791,6/25/2016,2-2-2,0-8-1,1-6-7
2792,6/26/2016,1-3-0,6-3-3,5-7-5
2793,6/27/2016,8-8-2,4-0-4,7-3-4
2794,6/28/2016,7-1-1,4-8-7,3-0-2
2795,6/29/2016,6-1-7,7-3-3,2-7-8
2796,6/30/2016,4-1-6,1-3-2,6-5-0
2797,JULY,11AM,4PM,9PM
2798,7/1/2016,6-2-9,1-6-5,9-1-5
2799,7/2/2016,4-1-4,1-3-8,3-6-3
2800,7/3/2016,9-7-5,2-8-0,1-0-3
2801,7/4/2016,2-5-1,4-9-1,7-3-5
2802,7/5/2016,8-1-9,4-4-5,6-3-5
2803,7/6/2016,1-3-1,9-2-9,3-4-3
2804,7/7/2016,5-3-9,6-0-9,6-2-2
2805,7/8/2016,8-0-3,3-0-7,7-4-7
2806,7/9/2016,0-8-9,2-4-3,5-5-3
2807,7/10/2016,6-5-1,8-7-1,9-6-3
2808,7/11/2016,4-5-4,3-2-1,5-4-1
2809,7/12/2016,5-6-4,7-4-4,3-3-2
2810,7/13/2016,8-0-1,6-3-6,6-6-4
2811,7/14/2016,3-2-9,2-4-0,4-6-7
2812,7/15/2016,1-2-5,5-4-9,7-5-4
2813,7/16/2016,9-9-1,2-8-4,1-1-9
2814,7/17/2016,9-9-0,9-4-7,6-4-4
2815,7/18/2016,1-9-6,4-3-3,2-0-6
2816,7/19/2016,6-8-5,8-7-1,9-1-5
2817,7/20/2016,7-8-8,5-3-1,9-0-9
2818,7/21/2016,9-2-1,3-5-1,0-7-0
2819,7/22/2016,6-4-1,6-2-7,0-6-8
2820,7/23/2016,6-5-9,9-3-6,4-9-5
2821,7/24/2016,4-5-7,0-3-4,3-9-9
2822,7/25/2016,3-9-0,4-9-3,0-5-7
2823,7/26/2016,3-2-7,2-0-6,7-2-0
2824,7/27/2016,9-9-0,4-6-8,0-2-2
2825,7/28/2016,4-9-5,5-3-3,0-9-0
2826,7/29/2016,1-7-1,9-9-4,3-1-6
2827,7/30/2016,0-1-5,2-8-7,3-0-0
2828,7/31/2016,2-1-9,3-4-1,6-1-8
2829,AUGUST,11AM,4PM,9PM
2830,8/1/2016,6-3-5,5-2-6,3-7-5
2831,8/2/2016,2-5-7,9-0-4,2-2-5
2832,8/3/2016,8-0-5,4-2-1,1-6-6
2833,8/4/2016,5-6-1,6-8-2,2-8-2
2834,8/5/2016,8-5-5,1-9-9,1-4-6
2835,8/6/2016,2-8-4,3-5-9,7-3-3
2836,8/7/2016,3-2-9,8-6-7,1-1-6
2837,8/8/2016,7-4-6,0-0-8,1-0-3
2838,8/9/2016,3-6-9,7-8-9,7-0-8
2839,8/10/2016,7-9-7,5-1-7,2-2-2
2840,8/11/2016,4-1-6,1-9-8,1-2-8
2841,8/12/2016,2-1-2,7-3-5,6-3-9
2842,8/13/2016,6-5-9,9-5-9,5-5-8
2843,8/14/2016,9-7-4,4-3-5,5-2-0
2844,8/15/2016,2-9-5,2-7-5,9-8-9
2845,8/16/2016,9-3-8,7-8-4,2-7-8
2846,8/17/2016,2-4-0,4-0-5,5-1-1
2847,8/18/2016,5-6-2,7-4-9,7-2-6
2848,8/19/2016,1-1-4,6-8-2,8-8-1
2849,8/20/2016,4-7-4,8-7-5,0-1-3
2850,8/21/2016,9-3-2,5-1-2,0-3-5
2851,8/22/2016,0-6-4,9-1-1,5-2-2
2852,8/23/2016,5-5-2,2-8-1,5-5-3
2853,8/24/2016,0-2-0,8-0-3,4-6-9
2854,8/25/2016,6-0-5,5-5-6,2-7-8
2855,8/26/2016,8-6-7,1-4-2,7-7-9
2856,8/27/2016,5-7-4,6-9-8,1-8-0
2857,8/28/2016,9-9-1,2-0-6,7-6-5
2858,8/29/2016,8-2-9,1-7-6,1-8-6
2859,8/30/2016,3-2-3,0-3-2,6-2-6
2860,8/31/2016,4-1-7,8-1-7,7-2-9
2861,SEPTEMBER,11AM,4PM,9PM
2862,9/1/2016,9-7-7,0-6-7,0-4-6
2863,9/2/2016,6-0-0,2-7-5,7-0-3
2864,9/3/2016,9-2-5,1-1-9,3-7-1
2865,9/4/2016,2-4-5,0-2-2,3-3-7
2866,9/5/2016,6-9-3,3-2-1,5-2-0
2867,9/6/2016,3-5-5,7-9-7,1-7-0
2868,9/7/2016,7-6-8,4-8-4,6-5-7
2869,9/8/2016,2-3-2,0-1-7,3-4-4
2870,9/9/2016,7-8-0,8-9-4,1-2-7
2871,9/10/2016,0-0-9,1-9-1,4-3-5
2872,9/11/2016,7-4-2,2-8-3,6-3-2
2873,9/12/2016,5-9-9,7-5-7,9-7-1
2874,9/13/2016,7-3-3,4-8-0,7-2-9
2875,9/14/2016,4-7-7,9-8-2,4-1-5
2876,9/15/2016,8-0-9,1-7-0,7-4-0
2877,9/16/2016,5-1-8,0-0-2,3-7-1
2878,9/17/2016,5-2-1,1-6-7,5-1-8
2879,9/18/2016,3-9-8,5-8-2,4-3-2
2880,9/19/2016,7-9-3,8-9-7,1-8-0
2881,9/20/2016,8-3-4,8-3-9,4-7-1
2882,9/21/2016,3-4-2,6-7-8,0-7-2
2883,9/22/2016,6-2-9,2-6-6,2-3-7
2884,9/23/2016,0-5-6,9-2-6,0-6-7
2885,9/24/2016,8-8-2,3-0-7,7-7-8
2886,9/25/2016,9-3-6,5-0-3,1-0-0
2887,9/26/2016,7-6-6,7-9-7,0-6-2
2888,9/27/2016,2-1-8,7-9-1,3-3-9
2889,9/28/2016,5-4-7,8-5-8,0-6-5
2890,9/29/2016,8-8-6,3-8-6,3-7-8
2891,9/30/2016,2-4-3,5-1-9,1-7-7
2892,OCTOBER,11AM,4PM,9PM
2893,10/1/2016,8-1-4,0-4-7,7-7-9
2894,10/2/2016,4-0-1,7-0-9,8-0-0
2895,10/3/2016,0-2-3,2-3-7,2-9-7
2896,10/4/2016,3-2-5,9-1-5,5-5-9
2897,10/5/2016,3-9-3,5-0-3,2-3-1
2898,10/6/2016,1-7-8,3-7-0,9-3-0
2899,10/7/2016,6-7-0,9-2-3,1-3-0
2900,10/8/2016,3-7-0,2-3-0,7-6-7
2901,10/9/2016,4-1-5,2-7-5,4-0-7
2902,10/10/2016,2-3-8,1-1-0,0-0-1
2903,10/11/2016,6-8-3,8-7-3,0-1-9
2904,10/12/2016,1-7-0,9-7-4,2-9-9
2905,10/13/2016,2-2-8,8-6-0,2-1-1
2906,10/14/2016,7-3-6,3-7-0,5-6-2
2907,10/15/2016,7-6-9,9-8-6,4-5-4
2908,10/16/2016,0-5-9,3-4-1,6-7-2
2909,10/17/2016,7-3-9,5-4-2,6-5-8
2910,10/18/2016,7-1-6,4-3-3,9-8-5
2911,10/19/2016,3-0-1,4-5-2,3-6-8
2912,10/20/2016,8-5-7,1-7-6,1-9-1
2913,10/21/2016,3-4-8,3-3-4,8-8-2
2914,10/22/2016,7-1-4,4-0-5,9-8-6
2915,10/23/2016,3-9-6,8-8-7,2-6-2
2916,10/24/2016,6-9-2,8-0-6,4-7-3
2917,10/25/2016,0-8-7,5-3-4,7-8-2
2918,10/26/2016,9-8-3,1-1-1,8-3-7
2919,10/27/2016,0-7-2,1-7-4,6-8-8
2920,10/28/2016,5-0-3,2-5-5,8-6-2
2921,10/29/2016,9-9-6,4-3-3,6-3-3
2922,10/30/2016,5-3-1,9-2-5,6-9-7
2923,10/31/2016,7-7-4,3-7-3,3-5-9
2924,NOVEMBER,11AM,4PM,9PM
2925,11/1/2016,2-3-5,8-3-8,2-8-8
2926,11/2/2016,8-3-1,8-0-1,8-8-3
2927,11/3/2016,7-4-0,9-9-0,1-2-8
2928,11/4/2016,1-7-9,6-7-2,6-2-6
2929,11/5/2016,7-1-0,4-7-1,2-4-5
2930,11/6/2016,5-9-3,5-5-4,1-3-3
2931,11/7/2016,3-6-6,9-1-1,3-1-8
2932,11/8/2016,6-2-3,4-7-2,9-0-6
2933,11/9/2016,5-9-5,1-6-1,4-6-1
2934,11/10/2016,9-1-3,6-0-7,2-5-0
2935,11/11/2016,6-4-1,1-6-0,7-4-5
2936,11/12/2016,5-4-5,9-7-2,9-2-3
2937,11/13/2016,6-0-6,8-7-4,7-3-5
2938,11/14/2016,9-9-0,3-3-3,0-4-5
2939,11/15/2016,1-0-7,5-3-4,1-1-2
2940,11/16/2016,1-7-2,8-5-8,4-4-6
2941,11/17/2016,5-2-9,4-4-9,3-3-6
2942,11/18/2016,0-7-7,2-3-1,3-1-7
2943,11/19/2016,7-3-6,4-2-4,3-9-6
2944,11/20/2016,3-1-2,8-0-4,2-0-8
2945,11/21/2016,5-3-2,2-9-9,4-7-0
2946,11/22/2016,5-0-9,1-2-8,2-8-0
2947,11/23/2016,2-7-1,9-1-8,8-4-5
2948,11/24/2016,3-5-1,0-0-3,4-7-8
2949,11/25/2016,9-2-2,9-0-7,7-5-2
2950,11/26/2016,0-3-9,8-7-1,4-2-3
2951,11/27/2016,8-9-6,0-6-0,4-9-8
2952,11/28/2016,4-4-2,0-5-8,0-8-1
2953,11/29/2016,4-4-6,7-8-6,8-4-1
2954,11/30/2016,4-9-1,5-2-7,0-1-4
2955,DECEMBER,11AM,4PM,9PM
2956,12/1/2016,3-7-7,3-7-5,3-2-4
2957,12/2/2016,2-7-3,5-7-4,1-7-5
2958,12/3/2016,7-4-6,1-2-3,0-0-9
2959,12/4/2016,2-2-0,1-7-2,2-6-0
2960,12/5/2016,0-9-5,0-3-0,1-2-0
2961,12/6/2016,5-5-7,7-0-4,9-6-8
2962,12/7/2016,0-2-3,2-2-2,2-1-1
2963,12/8/2016,7-8-5,0-7-2,6-3-4
2964,12/9/2016,3-5-1,1-7-1,7-6-9
2965,12/10/2016,7-4-6,6-1-3,7-2-4
2966,12/11/2016,4-4-9,6-8-3,3-2-1
2967,12/12/2016,6-1-9,0-1-5,4-5-1
2968,12/13/2016,7-5-1,5-3-7,9-9-7
2969,12/14/2016,1-9-6,0-4-7,4-2-3
2970,12/15/2016,4-5-1,2-4-2,0-0-7
2971,12/16/2016,6-3-5,5-5-0,4-4-8
2972,12/17/2016,3-1-4,0-0-9,4-2-3
2973,12/18/2016,1-7-1,5-0-9,2-2-2
2974,12/19/2016,8-9-5,0-8-8,4-5-6
2975,12/20/2016,2-1-1,0-0-6,5-0-5
2976,12/21/2016,7-3-7,7-9-1,6-7-0
2977,12/22/2016,0-3-0,9-9-6,3-2-5
2978,12/23/2016,6-1-4,5-4-7,7-6-0
2979,12/24/2016,6-1-9,0-7-7,7-9-5
2980,12/26/2016,2-6-6,6-3-1,7-0-1
2981,12/27/2016,8-6-1,6-5-4,0-1-8
2982,12/28/2016,8-2-4,2-3-6,2-5-7
2983,12/29/2016,1-5-0,7-4-7,1-1-6
2984,12/30/2016,2-2-7,9-0-5,1-4-6
2985,12/31/2016,1-7-3,4-6-2,0-4-0
2986,1/2/2017,4-5-1,2-6-6,8-9-9
2987,1/3/2017,5-1-2,3-3-5,9-7-1
2988,1/4/2017,1-0-3,9-4-7,2-1-6
2989,1/5/2017,2-0-3,3-9-0,3-0-1
2990,1/6/2017,3-5-1,0-4-5,0-2-9
2991,1/7/2017,3-8-4,4-4-7,9-5-9
2992,1/8/2017,5-3-3,4-2-7,8-6-6
2993,1/9/2017,6-7-2,1-9-4,6-0-8
2994,1/10/2017,2-5-6,8-5-3,5-1-0
2995,1/11/2017,4-6-4,3-6-4,7-4-8
2996,1/12/2017,3-8-1,4-3-7,1-5-9
2997,1/13/2017,8-9-6,1-0-3,8-8-8
2998,1/14/2017,6-0-3,3-7-3,1-6-3
2999,1/15/2017,5-2-0,2-8-3,2-1-8
3000,1/16/2017,9-4-6,5-2-9,1-9-2
3001,1/17/2017,9-2-5,1-3-8,9-5-0
3002,1/18/2017,3-1-2,7-9-7,2-1-5
3003,1/19/2017,0-2-9,3-9-9,8-0-9
3004,1/20/2017,1-7-7,7-5-5,8-6-3
3005,1/21/2017,0-3-6,5-6-6,4-3-6
3006,1/22/2017,1-8-7,0-7-7,3-0-8
3007,1/23/2017,6-7-5,7-0-6,5-8-3
3008,1/24/2017,6-0-9,6-6-9,8-0-6
3009,1/25/2017,7-2-3,8-0-5,5-0-9
3010,1/26/2017,2-0-7,2-3-1,4-8-1
3011,1/27/2017,3-2-0,1-5-9,3-4-7
3012,1/28/2017,3-6-9,6-6-3,0-7-4
3013,1/29/2017,7-5-4,4-9-3,1-1-3
3014,1/30/2017,4-6-8,9-2-7,7-1-6
3015,1/31/2017,4-6-5,9-1-2,2-1-9
3016,FEBRUARY,11AM,4PM,9PM
3017,2/1/2017,2-5-1,2-5-9,2-8-7
3018,2/2/2017,4-7-0,3-5-1,7-2-0
3019,2/3/2017,9-0-3,3-5-1,3-6-6
3020,2/4/2017,3-4-9,0-9-9,5-7-3
3021,2/5/2017,4-9-2,1-1-0,7-1-8
3022,2/6/2017,1-6-8,5-7-6,6-4-6
3023,2/7/2017,1-0-1,9-5-2,6-5-3
3024,2/8/2017,7-9-4,3-9-9,4-4-2
3025,2/9/2017,1-8-7,3-8-7,3-1-6
3026,2/10/2017,6-3-9,3-3-6,6-7-7
3027,2/11/2017,8-8-6,9-4-9,5-4-6
3028,2/12/2017,8-8-7,2-3-9,0-2-3
3029,2/13/2017,9-1-8,0-9-4,2-8-3
3030,2/14/2017,0-7-0,1-8-5,5-4-4
3031,2/15/2017,6-7-6,1-9-3,0-8-8
3032,2/16/2017,6-3-0,1-0-6,5-6-7
3033,2/17/2017,0-0-6,5-1-2,2-5-0
3034,2/18/2017,3-1-8,7-6-5,0-7-6
3035,2/19/2017,6-2-9,5-5-0,8-7-9
3036,2/20/2017,3-2-9,2-6-2,0-2-9
3037,2/21/2017,9-1-3,5-8-6,8-1-9
3038,2/22/2017,5-7-6,0-5-9,7-5-7
3039,2/23/2017,3-0-3,8-0-5,8-6-0
3040,2/24/2017,4-8-6,4-6-6,6-8-6
3041,2/25/2017,1-2-6,6-7-1,8-5-0
3042,2/26/2017,0-0-6,5-2-5,2-4-2
3043,2/27/2017,4-8-6,2-8-1,4-0-8
3044,2/28/2017,6-7-6,9-4-7,7-4-6
3045,MARCH,11AM,4PM,9PM
3046,3/1/2017,6-5-6,8-3-7,2-9-5
3047,3/2/2017,0-1-3,4-5-2,8-7-2
3048,3/3/2017,8-9-7,2-2-3,4-4-5
3049,3/4/2017,6-8-5,2-2-5,0-9-9
3050,3/5/2017,8-2-8,6-3-0,8-6-2
3051,3/6/2017,4-5-2,8-2-6,6-9-8
3052,3/7/2017,3-0-8,9-9-9,4-9-4
3053,3/8/2017,3-5-4,6-1-1,1-5-3
3054,3/9/2017,0-0-8,4-6-2,0-5-2
3055,3/10/2017,1-2-1,3-0-6,5-2-5
3056,3/11/2017,4-7-1,3-9-8,5-7-7
3057,3/12/2017,4-1-8,1-2-5,8-8-1
3058,3/13/2017,2-6-9,4-3-8,0-5-6
3059,3/14/2017,5-9-8,3-7-4,4-7-6
3060,3/15/2017,0-7-2,8-7-9,1-5-2
3061,3/16/2017,4-8-1,5-5-6,4-6-8
3062,3/17/2017,7-8-5,7-2-1,7-2-7
3063,3/18/2017,9-6-5,5-2-4,1-2-6
3064,3/19/2017,7-3-3,6-8-1,4-7-5
3065,3/20/2017,2-7-8,1-7-5,1-4-7
3066,3/21/2017,9-1-1,9-2-8,4-2-9
3067,3/22/2017,4-4-8,0-2-1,5-0-7
3068,3/23/2017,9-1-3,3-7-2,7-0-5
3069,3/24/2017,1-2-6,7-8-9,2-5-8
3070,3/25/2017,6-3-2,4-0-3,2-7-9
3071,3/26/2017,9-1-1,1-0-9,7-6-2
3072,3/27/2017,9-3-2,2-7-6,8-8-5
3073,3/28/2017,9-7-6,8-6-1,3-2-1
3074,3/29/2017,3-6-4,4-2-7,1-0-8
3075,3/30/2017,8-9-4,0-0-8,3-6-5
3076,3/31/2017,2-2-0,2-4-7,9-4-5
3077,APRIL,11AM,4PM,9PM
3078,4/1/2017,3-5-8,2-8-2,6-8-2
3079,4/2/2017,0-0-3,3-6-6,5-0-6
3080,4/3/2017,1-1-1,1-4-9,0-4-4
3081,4/4/2017,8-6-3,9-9-5,4-7-9
3082,4/5/2017,2-3-7,9-0-7,6-5-8
3083,4/6/2017,6-2-1,4-2-1,5-4-5
3084,4/7/2017,0-5-9,6-2-2,1-5-0
3085,4/8/2017,0-4-8,5-4-4,4-0-7
3086,4/9/2017,8-1-4,0-2-9,4-1-6
3087,4/10/2017,0-4-9,2-2-3,5-2-5
3088,4/11/2017,8-7-3,9-4-0,2-7-2
3089,4/12/2017,5-0-9,5-3-7,1-6-9
3090,4/17/2017,8-3-8,6-9-1,4-2-1
3091,4/18/2017,6-6-7,8-3-0,2-7-7
3092,4/19/2017,1-4-3,4-7-5,0-5-5
3093,4/20/2017,5-0-3,3-3-4,0-2-1
3094,4/21/2017,0-4-3,0-7-6,2-8-2
3095,4/22/2017,5-1-5,7-1-3,6-0-1
3096,4/23/2017,6-4-2,6-4-0,4-0-4
3097,4/24/2017,8-7-1,8-0-8,2-2-9
3098,4/25/2017,9-4-2,2-2-7,6-2-0
3099,4/26/2017,0-4-7,6-7-8,7-4-4
3100,4/27/2017,0-2-8,0-3-1,8-9-0
3101,4/28/2017,1-9-7,7-0-4,0-0-3
3102,4/29/2017,7-2-5,9-2-2,1-7-0
3103,4/30/2017,5-8-0,5-8-8,2-8-5
3104,MAY,11AM,4PM,9PM
3105,5/1/2017,6-3-2,0-8-7,4-8-8
3106,5/2/2017,5-0-2,4-2-5,1-1-3
3107,5/3/2017,1-9-2,1-1-2,0-3-7
3108,5/4/2017,9-0-0,2-2-7,8-5-4
3109,5/5/2017,2-1-0,0-6-1,2-8-6
3110,5/6/2017,1-2-1,5-9-2,2-4-8
3111,5/7/2017,8-0-7,4-9-5,8-3-0
3112,5/8/2017,0-4-4,5-5-7,2-5-0
3113,5/9/2017,9-6-1,7-0-9,7-4-7
3114,5/10/2017,8-8-9,0-1-7,7-4-7
3115,5/11/2017,6-5-2,3-3-9,3-2-3
3116,5/12/2017,9-3-6,6-9-6,3-8-1
3117,5/13/2017,3-8-2,3-4-7,3-6-9
3118,5/14/2017,1-4-7,3-4-5,6-9-6
3119,5/15/2017,1-2-2,1-8-7,9-7-1
3120,5/16/2017,8-9-5,3-8-4,7-7-5
3121,5/17/2017,8-8-9,4-1-4,7-0-3
3122,5/18/2017,5-0-8,6-6-1,6-9-0
3123,5/19/2017,5-5-2,2-2-9,8-2-4
3124,5/20/2017,8-9-3,9-5-5,6-0-9
3125,5/21/2017,9-7-9,5-3-8,7-2-1
3126,5/22/2017,9-5-8,8-9-5,2-0-2
3127,5/23/2017,6-2-9,0-8-9,0-5-3
3128,5/24/2017,2-9-0,9-9-9,9-7-3
3129,5/25/2017,9-3-4,3-5-6,1-4-8
3130,5/26/2017,9-6-3,9-5-3,7-3-1
3131,5/27/2017,2-3-3,2-4-6,7-4-6
3132,5/28/2017,8-5-0,4-1-0,1-3-3
3133,5/29/2017,9-3-1,4-3-6,8-6-8
3134,5/30/2017,4-4-4,0-1-7,7-4-7
3135,5/31/2017,5-2-2,1-6-0,0-4-8
3136,JUNE,11AM,4PM,9PM
3137,6/1/2017,8-7-0,0-1-3,7-9-9
3138,6/2/2017,6-4-1,8-3-5,3-5-4
3139,6/3/2017,9-5-2,4-0-6,9-4-3
3140,6/4/2017,1-5-4,0-2-1,1-7-9
3141,6/5/2017,4-6-2,5-8-0,3-8-1
3142,6/6/2017,7-7-1,5-7-4,6-6-3
3143,6/7/2017,0-2-3,4-6-3,9-0-6
3144,6/8/2017,7-7-3,6-4-0,5-7-9
3145,6/9/2017,3-5-7,7-3-6,0-8-4
3146,6/10/2017,8-4-7,6-4-7,6-8-7
3147,6/11/2017,8-4-0,4-9-8,0-0-2
3148,6/12/2017,1-5-0,1-8-3,4-0-2
3149,6/13/2017,7-2-7,7-9-4,1-2-1
3150,6/14/2017,9-7-5,7-4-4,0-8-6
3151,6/15/2017,9-1-9,1-4-7,0-2-2
3152,6/16/2017,3-4-9,0-7-7,7-4-3
3153,6/17/2017,2-0-3,9-8-3,6-7-8
3154,6/18/2017,7-1-1,7-7-9,4-4-1
3155,6/19/2017,8-5-4,2-1-4,6-7-8
3156,6/20/2017,2-0-6,5-0-2,0-8-8
3157,6/21/2017,0-8-8,5-2-0,8-3-2
3158,6/22/2017,6-1-8,6-5-0,2-0-5
3159,6/23/2017,6-2-3,2-3-2,8-5-6
3160,6/24/2017,2-9-7,9-4-6,8-9-4
3161,6/25/2017,2-2-4,9-9-3,0-6-4
3162,6/26/2017,2-4-2,4-4-7,6-2-9
3163,6/27/2017,1-7-2,7-3-0,2-3-9
3164,6/28/2017,3-7-5,4-5-3,4-6-7
3165,6/29/2017,4-2-1,6-1-9,6-8-3
3166,6/30/2017,5-0-2,5-8-6,9-7-0
3167,JULY,11AM,4PM,9PM
3168,7/1/2017,3-0-8,8-9-1,6-2-7
3169,7/2/2017,5-5-5,2-8-9,8-1-6
3170,7/3/2017,9-2-1,6-6-6,6-4-4
3171,7/4/2017,2-2-7,2-9-1,9-0-8
3172,7/5/2017,5-6-5,4-8-3,9-1-2
3173,7/6/2017,1-8-3,9-1-3,9-8-8
3174,7/7/2017,4-6-3,9-7-0,4-0-5
